evolution$generation,evolution$evaluated,macroGravityDecay,macroInnovationDecay,mesoCrossOverProba,mesoMutationProba,mesoInteractionProba,mesoToMacroInnovationThreshold,macroToMesoCrossoverMaxUpdate,macroToMesoMutationMaxUpdate,macroToMesoExchangeMaxUpdate,objective$psiUtility,objective$deltaUtility,objective$gammaUtility,mesoInteractionProba,mesoToMacroInnovationThreshold,macroToMesoCrossoverMaxUpdate,mesoCrossOverProba,macroGravityDecay,psiUtility,deltaUtility,macroInnovationDecay,macroToMesoMutationMaxUpdate,mesoMutationProba,gammaUtility,macroToMesoExchangeMaxUpdate
10000,10000,0.14791002257740798,0.48398359967959714,0.42426420789278096,0.008311430049511438,8.53077783927758E-6,1.0477877453921622,7.641691903420204E-4,7.476872828737837E-5,5.705911722562891E-9,1.6316541547821997,0.5171691727570904,0.08949304991646478,8.53077783927758E-6,1.0477877453921622,7.641691903420204E-4,0.42426420789278096,0.14791002257740798,1.6316541547821997,0.5171691727570904,0.48398359967959714,7.476872828737837E-5,0.008311430049511438,0.08949304991646478,5.705911722562891E-9
10000,10000,0.31012061017810777,0.1,0.21465480054695724,0.006130517209671756,8.148640192244683E-6,1.00455576156895,-0.001,4.041311604337953E-5,6.982207288308611E-8,1.4752540227013826,0.43772923945550435,0.16891216524091401,8.148640192244683E-6,1.00455576156895,-0.001,0.21465480054695724,0.31012061017810777,1.4752540227013826,0.43772923945550435,0.1,4.041311604337953E-5,0.006130517209671756,0.16891216524091401,6.982207288308611E-8
10000,10000,0.7609239269478624,0.33383764586207965,0.38640860590988974,0.0020187596436958112,7.656876797462296E-6,1.1850429080371698,3.1107267072258415E-4,3.2832286435931926E-5,-7.569557017464426E-8,0.12703146231972173,0.46001869104077286,0.11560047354426128,7.656876797462296E-6,1.1850429080371698,3.1107267072258415E-4,0.38640860590988974,0.7609239269478624,0.12703146231972173,0.46001869104077286,0.33383764586207965,3.2832286435931926E-5,0.0020187596436958112,0.11560047354426128,-7.569557017464426E-8
10000,10000,0.6437118623362404,0.31370314855452175,0.38226077214672616,0.0022245424646660985,8.649023951740603E-6,1.1819863759437024,2.9680941723725027E-4,3.3919700737991855E-5,-1.0E-7,1.2044323691328138,1.0610827811362862,0.1289981981472792,8.649023951740603E-6,1.1819863759437024,2.9680941723725027E-4,0.38226077214672616,0.6437118623362404,1.2044323691328138,1.0610827811362862,0.31370314855452175,3.3919700737991855E-5,0.0022245424646660985,0.1289981981472792,-1.0E-7
10000,10000,0.18144235078597296,0.5515630397445749,0.42467470335681423,0.005508917769717118,8.133388484323352E-6,1.0,9.705383968726016E-4,6.46502910413028E-5,-1.012072502237682E-8,1.8518906565603421,0.23162564847861233,0.12730041249193214,8.133388484323352E-6,1.0,9.705383968726016E-4,0.42467470335681423,0.18144235078597296,1.8518906565603421,0.23162564847861233,0.5515630397445749,6.46502910413028E-5,0.005508917769717118,0.12730041249193214,-1.012072502237682E-8
10000,10000,0.14172660967502385,0.5162305655488997,0.42140969659076394,0.005570408082613385,8.303997429256205E-6,1.0326823812408743,9.98625589009742E-4,6.546048610044402E-5,-1.0926376223547468E-8,1.627632053334608,0.8656419793540628,0.22557056645869,8.303997429256205E-6,1.0326823812408743,9.98625589009742E-4,0.42140969659076394,0.14172660967502385,1.627632053334608,0.8656419793540628,0.5162305655488997,6.546048610044402E-5,0.005570408082613385,0.22557056645869,-1.0926376223547468E-8
10000,10000,0.1,0.1,0.45460355069043934,0.005186941251981002,8.812413069997623E-6,1.0,8.626334333156115E-5,9.06710533126774E-5,-1.0E-7,1.4399177926311695,0.26113833021151667,0.09864244451305648,8.812413069997623E-6,1.0,8.626334333156115E-5,0.45460355069043934,0.1,1.4399177926311695,0.26113833021151667,0.1,9.06710533126774E-5,0.005186941251981002,0.09864244451305648,-1.0E-7
10000,10000,0.9987286979018899,0.7591873228245175,0.46842183743132604,0.0026612455578457917,9.772931791118316E-6,1.9713109247152891,8.031965516768667E-4,-5.345492549438682E-5,3.1978839763239706E-8,0.9791551039192132,0.8199672231422372,0.04108648447682128,9.772931791118316E-6,1.9713109247152891,8.031965516768667E-4,0.46842183743132604,0.9987286979018899,0.9791551039192132,0.8199672231422372,0.7591873228245175,-5.345492549438682E-5,0.0026612455578457917,0.04108648447682128,3.1978839763239706E-8
10000,10000,1.1,0.5762551186362647,0.39389673125569846,0.001,7.476464821871814E-6,1.3409740765672715,-8.988115224899022E-4,8.946860495435544E-5,-1.0E-7,0.5356102032257866,0.5134820170954377,0.2879524002248397,7.476464821871814E-6,1.3409740765672715,-8.988115224899022E-4,0.39389673125569846,1.1,0.5356102032257866,0.5134820170954377,0.5762551186362647,8.946860495435544E-5,0.001,0.2879524002248397,-1.0E-7
10000,10000,0.7957359167939574,0.3372939019541489,0.3874193948065603,0.001988576933627376,7.597390813359862E-6,1.2102410732799986,3.0481042503288105E-4,3.603498046543528E-5,-7.665037259761226E-8,-0.01568192811658342,0.657424242028819,0.01791141988710443,7.597390813359862E-6,1.2102410732799986,3.0481042503288105E-4,0.3874193948065603,0.7957359167939574,-0.01568192811658342,0.657424242028819,0.3372939019541489,3.603498046543528E-5,0.001988576933627376,0.01791141988710443,-7.665037259761226E-8
