evolution$generation,evolution$evaluated,macroGravityDecay,macroInnovationDecay,mesoCrossOverProba,mesoMutationProba,mesoInteractionProba,mesoToMacroInnovationThreshold,macroToMesoCrossoverMaxUpdate,macroToMesoMutationMaxUpdate,macroToMesoExchangeMaxUpdate,objective$psiUtility,objective$deltaUtility,objective$gammaUtility,mesoInteractionProba,mesoToMacroInnovationThreshold,macroToMesoCrossoverMaxUpdate,mesoCrossOverProba,macroGravityDecay,psiUtility,deltaUtility,macroInnovationDecay,macroToMesoMutationMaxUpdate,mesoMutationProba,gammaUtility,macroToMesoExchangeMaxUpdate
138,138,0.10073388778987878,0.4245188211665186,0.401059411528596,0.006209284786535117,9.174011959743841E-6,1.2441044326949302,5.492523224245322E-4,1.0E-4,2.0338090245528582E-8,0.028045708572085104,0.39881034891211176,0.01877048676092663,9.174011959743841E-6,1.2441044326949302,5.492523224245322E-4,0.401059411528596,0.10073388778987878,0.028045708572085104,0.39881034891211176,0.4245188211665186,1.0E-4,0.006209284786535117,0.01877048676092663,2.0338090245528582E-8
138,138,0.7537002480387411,0.37514101185851334,0.4345752176753455,0.001,7.72906657960835E-6,1.1819082831536312,2.701410693326145E-4,4.806147792265406E-5,-5.638406150794412E-8,0.2592585020380582,0.5825615287047547,0.1229186284257544,7.72906657960835E-6,1.1819082831536312,2.701410693326145E-4,0.4345752176753455,0.7537002480387411,0.2592585020380582,0.5825615287047547,0.37514101185851334,4.806147792265406E-5,0.001,0.1229186284257544,-5.638406150794412E-8
138,138,1.0837621433968718,0.7683457904222536,0.49996574255650883,0.003111906185810237,9.773092023512799E-6,2.0,7.946822570099824E-4,-1.0E-4,3.558619113892324E-8,0.23286861049325402,0.56072927896136,0.03229092222642915,9.773092023512799E-6,2.0,7.946822570099824E-4,0.49996574255650883,1.0837621433968718,0.23286861049325402,0.56072927896136,0.7683457904222536,-1.0E-4,0.003111906185810237,0.03229092222642915,3.558619113892324E-8
138,138,0.8521690043998073,0.33984308765925886,0.39941269511050087,0.0012874612705049127,7.455891616786675E-6,1.20335421912009,2.9181870579088743E-4,3.125510351057466E-5,-5.289217861649474E-8,1.9682941235025404,0.5060158015914302,0.1883726865728459,7.455891616786675E-6,1.20335421912009,2.9181870579088743E-4,0.39941269511050087,0.8521690043998073,1.9682941235025404,0.5060158015914302,0.33984308765925886,3.125510351057466E-5,0.0012874612705049127,0.1883726865728459,-5.289217861649474E-8
138,138,0.7582242225079496,0.32879319786340644,0.3929546888112109,0.001978961476558619,7.628215960620964E-6,1.2330202152205416,1.636364951267356E-4,2.215559378267408E-5,-8.326757752901528E-8,1.7871377083537814,0.5307368133921884,0.14221984909574026,7.628215960620964E-6,1.2330202152205416,1.636364951267356E-4,0.3929546888112109,0.7582242225079496,1.7871377083537814,0.5307368133921884,0.32879319786340644,2.215559378267408E-5,0.001978961476558619,0.14221984909574026,-8.326757752901528E-8
138,138,0.17885251547221998,0.5488255347102733,0.4244837228138972,0.006471023553325267,8.22634806042347E-6,1.0252705299547502,9.772108219171646E-4,6.088094929267608E-5,-1.1332763943849647E-8,1.4001296044272609,0.5785088607685216,0.14672862391396269,8.22634806042347E-6,1.0252705299547502,9.772108219171646E-4,0.4244837228138972,0.17885251547221998,1.4001296044272609,0.5785088607685216,0.5488255347102733,6.088094929267608E-5,0.006471023553325267,0.14672862391396269,-1.1332763943849647E-8
138,138,0.10897314521315074,0.5014277227427814,0.4177061262067133,0.009465980566487911,8.882868313831394E-6,1.3463141792212174,0.001,1.0E-4,-4.557153129259006E-9,1.1753758128484675,0.4123892264881972,0.11902456187066868,8.882868313831394E-6,1.3463141792212174,0.001,0.4177061262067133,0.10897314521315074,1.1753758128484675,0.4123892264881972,0.5014277227427814,1.0E-4,0.009465980566487911,0.11902456187066868,-4.557153129259006E-9
138,138,0.9987286979018899,0.7591873228245175,0.46842183743132604,0.0026612455578457917,9.772931791118316E-6,1.9713109247152891,8.031965516768667E-4,-5.345492549438682E-5,3.1978839763239706E-8,0.9791551039192132,0.8199672231422372,0.04108648447682128,9.772931791118316E-6,1.9713109247152891,8.031965516768667E-4,0.46842183743132604,0.9987286979018899,0.9791551039192132,0.8199672231422372,0.7591873228245175,-5.345492549438682E-5,0.0026612455578457917,0.04108648447682128,3.1978839763239706E-8
138,138,0.7957359167939574,0.3372939019541489,0.3874193948065603,0.001988576933627376,7.597390813359862E-6,1.2102410732799986,3.0481042503288105E-4,3.603498046543528E-5,-7.665037259761226E-8,-0.01568192811658342,0.657424242028819,0.01791141988710443,7.597390813359862E-6,1.2102410732799986,3.0481042503288105E-4,0.3874193948065603,0.7957359167939574,-0.01568192811658342,0.657424242028819,0.3372939019541489,3.603498046543528E-5,0.001988576933627376,0.01791141988710443,-7.665037259761226E-8
138,138,1.1,0.3548650218873134,0.40149057296706103,0.001,7.626981180640335E-6,1.2475814122842661,5.571302812669755E-4,4.06589639522907E-5,-9.02936598656214E-8,0.24967557334849033,0.41972838298387494,0.1315678043343187,7.626981180640335E-6,1.2475814122842661,5.571302812669755E-4,0.40149057296706103,1.1,0.24967557334849033,0.41972838298387494,0.3548650218873134,4.06589639522907E-5,0.001,0.1315678043343187,-9.02936598656214E-8
138,138,0.6431364932721875,0.3361235062942987,0.38780347289606193,0.002025111582888593,7.408604740592439E-6,1.1639861614056264,2.9238036157960227E-4,2.38845122554511E-5,-7.023081273699942E-8,0.37474418706200385,0.47687614660401234,0.03436854048885429,7.408604740592439E-6,1.1639861614056264,2.9238036157960227E-4,0.38780347289606193,0.6431364932721875,0.37474418706200385,0.47687614660401234,0.3361235062942987,2.38845122554511E-5,0.002025111582888593,0.03436854048885429,-7.023081273699942E-8
138,138,0.14728723823201634,0.48556527461977317,0.42827879376634637,0.008731403624297326,8.440141677950215E-6,1.0625822869310524,8.821781013126498E-4,6.075221138648528E-5,7.871183846334033E-9,0.473888619756603,0.37105567437189,0.16215463554747256,8.440141677950215E-6,1.0625822869310524,8.821781013126498E-4,0.42827879376634637,0.14728723823201634,0.473888619756603,0.37105567437189,0.48556527461977317,6.075221138648528E-5,0.008731403624297326,0.16215463554747256,7.871183846334033E-9
138,138,0.1397580754059003,0.50262066033124,0.423886868320152,0.010000000000000002,8.724104755184114E-6,1.3579276565294032,8.862073563677532E-4,1.0E-4,-4.224221006662688E-9,1.0332626529372302,0.517119193975212,0.21313320332116437,8.724104755184114E-6,1.3579276565294032,8.862073563677532E-4,0.423886868320152,0.1397580754059003,1.0332626529372302,0.517119193975212,0.50262066033124,1.0E-4,0.010000000000000002,0.21313320332116437,-4.224221006662688E-9
138,138,1.0303049421078518,1.0130280782554555,0.3163114713986087,0.008437866794750622,5.353892650104412E-6,1.5392683845398236,8.976950015001125E-4,-9.808562759136707E-6,-8.048311462015375E-8,1.7295197381779115,0.7179113246972886,0.1223270159541805,5.353892650104412E-6,1.5392683845398236,8.976950015001125E-4,0.3163114713986087,1.0303049421078518,1.7295197381779115,0.7179113246972886,1.0130280782554555,-9.808562759136707E-6,0.008437866794750622,0.1223270159541805,-8.048311462015375E-8
