deltaDiversity,deltaDiversityStd,deltaUtility,deltaUtilityStd,gammaDiversity,gammaDiversityStd,gammaUtility,gammaUtilityStd,id,macroDiversity,macroGravityDecay,macroInnovation,macroInnovationDecay,macroToMesoCrossoverMaxUpdate,macroToMesoExchangeMaxUpdate,macroToMesoMutationMaxUpdate,macroUtility,mesoCrossOverProba,mesoDiversity,mesoFitness,mesoInteractionProba,mesoMutationProba,mesoToMacroInnovationThreshold,psiDiversity,psiDiversityStd,psiUtility,psiUtilityStd,replication,openmole$experiment
0.6488625423552001,0.1437784469238523,0.5795340129527826,0.16918008032062445,0.15163493104183967,0.05639115877873751,0.0806442472286868,0.04417579715858567,194,0.9797312973974363,0.9,0.032,0.1,0.0,-1.0E-5,0.0,0.22179430594494734,0.25,0.3649964418946796,33.270705757216,1.0E-5,0.01,2.0,1.666068288545195,0.36088244723017715,1.9496541728844075,0.293474086993791,7993770191848178126,3901
0.5479542645900111,0.15772592217826545,0.6301667834074189,0.1626058550961093,0.15993037392284482,0.040326987974207494,0.14393746320745482,0.04406678920273247,195,0.9891946388356851,0.9,0.05,0.1,0.0,1.0E-5,0.0,0.06278891229086496,0.25,0.36092756145433014,60.26488255459604,1.0E-5,0.01,2.0,1.3634841930070642,0.33687526452601424,1.2762925573937633,0.29951240249521394,8719283204020903873,3910
0.2685619431270423,0.13110581218775355,0.3006537132154543,0.1657637425492572,0.1140878554238407,0.056435458995253665,0.11221836778942507,0.05164239051736417,195,0.9958494608261508,0.9,0.064,0.1,0.0,1.0E-5,0.0,0.08186415744285071,0.25,0.36248458858702937,40.29780710497886,1.0E-5,0.01,2.0,1.1082947643146674,0.3249241774116388,1.2905488931785611,0.28074848633321897,-5826106273425051169,3904
0.6423254177369149,0.16077705636900694,0.5970732208655658,0.14962006847042,0.10827203076925773,0.049995774220160674,0.1335589017854888,0.04433694195952486,287,0.9924230973008221,1.1,0.044,1.1,0.0,1.0E-5,0.0,0.10971398220387918,0.5,0.3561854705315007,57.77104926037182,1.0E-5,0.01,2.0,1.209687191961661,0.30664186686826633,1.8825349979260912,0.2586664156103556,-417098110264064744,5760
0.595902267643015,0.14840905650407332,0.6294317610621611,0.16329971863487164,0.14176939686457235,0.04510649031185156,0.14190048569554392,0.04426777107326744,196,0.9977880049518353,0.9,0.078,0.1,0.0,-1.0E-5,0.0,0.135216318762465,0.5,0.35923377439630194,108.36077487231636,1.0E-5,0.01,1.0,1.0964457333701185,0.30716720153668786,0.910490975631947,0.27460116186416456,4509801086717766302,3925
0.3650972251007101,0.1372307983195129,0.31019999278984844,0.13884331528141747,0.076670390871592,0.04534629640873612,0.10934553405474379,0.05313522310426493,195,0.9978084688695863,0.9,0.106,0.1,0.0,1.0E-5,0.0,0.03934095631803078,0.25,0.3625301826719587,66.17674753320796,1.0E-5,0.01,2.0,0.815744327327125,0.3169872404157259,1.5219290648873787,0.31272749790910526,-8107231979913131311,3906
0.6649479096505928,0.1386776826625681,0.6411080440017898,0.14142477832646377,0.10735654574534959,0.045490092991604836,0.16231210945925767,0.0381141512070074,197,0.9964989326137997,0.9,0.048,0.1,0.0,1.0E-5,0.0,0.13747873513183365,0.5,0.36285733294921435,54.283911854740865,1.0E-5,0.01,1.0,1.4906765368710766,0.31294920645079227,1.2377349571514689,0.3198513563675972,8303621987199595252,3945
0.7257614982399438,0.1559818537058134,0.7348334765070579,0.146283472424086,0.12410894637683523,0.037339851957610755,0.1517458332854691,0.04043472700562463,195,0.9987453083108063,0.9,0.098,0.1,0.0,1.0E-5,0.0,0.0849041755528986,0.25,0.3618357186008422,71.29401618283096,1.0E-5,0.01,2.0,0.9463347861064384,0.2352145888715472,0.8769202795783819,0.27333912211161154,7048184473460094572,3913
0.582690192594427,0.16378547804131535,0.5604853282452398,0.14904652707674734,0.1269420928919942,0.04803056445899245,0.08147678566834138,0.039141306352890384,194,0.9908604053575207,0.9,0.06,0.1,0.0,-1.0E-5,0.0,0.054262093501459684,0.25,0.36290013871051746,84.63380033103604,1.0E-5,0.01,2.0,1.8283682367432976,0.2902346794660586,1.7623829813327028,0.30548664799052133,-2702874730359351194,3899
0.5431879603644232,0.14072365610280174,0.5246595319593013,0.1370996624504038,0.12582018653365257,0.04879336163078714,0.18711285067271088,0.05635583044991479,191,0.9930957870850818,0.7,0.082,1.1,0.0,1.0E-5,0.0,0.03765926472879421,0.5,0.35882379803805353,88.48497210889353,1.0E-5,0.01,2.0,0.9395670426320493,0.3049194024300054,1.0219909042788582,0.30078762714037993,2949645659538116513,3838
0.4957106655075023,0.15575898268377666,0.4655787548623893,0.1560554063197018,0.07354220588949278,0.04563676454656271,0.059399143406140276,0.043944989766109575,196,0.9987473701327643,0.9,0.15,0.1,0.0,-1.0E-5,0.0,0.04954632155715715,0.5,0.35754414100249116,123.53166282873552,1.0E-5,0.01,1.0,0.8686154914380806,0.27095260224384465,1.4834434354919823,0.30068373232567003,-3510727838589917543,3935
0.640576174003276,0.1410534067656956,0.5797063308097119,0.15416397313318128,0.23650739610398297,0.04603900317071986,0.18025796962106977,0.04450169280875539,192,0.9976223653858688,0.9,0.07,0.1,0.0,-1.0E-5,0.0,0.08968272735430169,0.25,0.36521903070534717,46.53184298939804,1.0E-5,0.01,1.0,0.778526561374556,0.2999536497188547,0.9729339203256502,0.254874025427944,1801165827113463722,3856
0.6447783540780225,0.14593658667497117,0.6575986126958613,0.16572311014592794,0.1665572784668008,0.04875016429372521,0.17937753708463955,0.05015522145323933,0,0.9983500540012347,0.1,0.1,0.1,0.0,-1.0E-5,0.0,0.041262900791137765,0.25,0.35695808806667373,76.74514096142293,1.0E-5,0.01,1.0,1.1787092562837813,0.2817533007832092,1.7114188125823646,0.306168579755976,-4356736651796349852,3
0.5343369999381782,0.1555692687017579,0.5961840314627409,0.1590721076726942,0.10469616047560137,0.046007971260266456,0.1306876766025189,0.03885469894002514,0,0.9889186609561095,0.1,0.072,0.1,0.0,-1.0E-5,0.0,0.0400064095162019,0.25,0.3604102710628998,28.26411011434739,1.0E-5,0.01,1.0,1.221744211184277,0.2755919069233688,0.5061922424133458,0.2610336203572769,-8102382544065587468,4
0.473851275316167,0.14121096548997175,0.4757762840000703,0.16278647497651577,0.14647291415149688,0.04701686217931463,0.1483979228354002,0.05174988139781815,0,0.9915115709497709,0.1,0.062,0.1,0.0,-1.0E-5,0.0,0.055774943077628036,0.25,0.358789671057557,82.95368352503883,1.0E-5,0.01,1.0,0.9513323363953772,0.3480147779050499,1.2870528830855417,0.2842828730856846,-2762333950604628407,6
0.4498392367119459,0.14958818424346867,0.4994768367825335,0.16119449183838594,0.055939214487899847,0.047211546557918475,0.08206272439924156,0.04432554182460232,0,0.9943949457512204,0.1,0.076,0.1,0.0,-1.0E-5,0.0,0.08531866810869057,0.25,0.3639306025006406,67.15791525117866,1.0E-5,0.01,1.0,1.2080196553509044,0.28902241243708066,2.079305921490519,0.3043956798116287,-2832030189492952236,2
0.5885817422983806,0.15678381873520586,0.47372524888212997,0.15404926546899128,0.10436243247391896,0.045942426932383026,0.0748607357486959,0.053956348359745145,0,0.9968672885276413,0.1,0.098,0.1,0.0,-1.0E-5,0.0,0.047449957735086194,0.25,0.3625136630677475,63.814787676419535,1.0E-5,0.01,1.0,0.9419508503628515,0.33431582223557404,1.606174243868637,0.3128918857088479,2666220376608610693,15
0.5581778748462476,0.15923324500387148,0.5291002368791284,0.1586990175463475,0.15863038250645367,0.05075542846762092,0.14489276329696033,0.049315170222347035,0,0.9973782506528392,0.1,0.074,0.1,0.0,-1.0E-5,0.0,0.08000220387668384,0.25,0.36262112475956165,78.54141120005136,1.0E-5,0.01,1.0,1.0635648170107652,0.3323604126198701,1.383414920029093,0.26727655104755726,-6583927946433426264,7
0.4827605843972993,0.1514851058272554,0.4531203675775908,0.16308927896368275,0.24825106770608052,0.04686823762138188,0.16945596463989254,0.0465943595208921,0,0.9960799825118201,0.1,0.108,0.1,0.0,-1.0E-5,0.0,0.06008091327915724,0.25,0.36173009447799065,107.10053190093889,1.0E-5,0.01,1.0,0.4133274695717706,0.27477659275724836,0.9201892162373162,0.2829163178925829,-5601963477099506565,17
0.28335714000483936,0.13955829554371213,0.26388467446318575,0.11687503684238923,0.14209171216426952,0.05000349704603733,0.11034393748252391,0.042418467131806054,0,0.9984390549379036,0.1,0.178,0.1,0.0,-1.0E-5,0.0,0.04094089814830644,0.25,0.3615112172252836,114.58530035657733,1.0E-5,0.01,1.0,0.745914957243194,0.30502911023440143,0.8135290579060648,0.25909256609056114,6693525903990714486,5
0.6212986819255759,0.1589149964028178,0.6776952295997933,0.13537502553529085,0.12862460131191344,0.04654991148243788,0.10022532819764685,0.04980218645189947,0,0.9961695736375461,0.1,0.078,0.1,0.0,-1.0E-5,0.0,0.08041709952882986,0.25,0.3592381680109595,68.00429991293926,1.0E-5,0.01,1.0,0.9363716122350283,0.27208255668222475,0.8407018125737116,0.3476220244896258,2435435349489889181,10
0.6318366860115985,0.15010452260530344,0.7016286886348961,0.1643801505308938,0.11112330573488016,0.048865299769572615,0.1028039902779474,0.040432667344616924,0,0.9969267057855592,0.1,0.06,0.1,0.0,-1.0E-5,0.0,0.10646121928915206,0.25,0.3620966183540856,57.16757802261583,1.0E-5,0.01,1.0,1.5004217812604623,0.3262817036952148,1.6545153128294672,0.2913283475266775,6683922718051026147,8
0.37751593206421585,0.15125967436176238,0.3966860410992288,0.15813175588502815,0.13305467686446182,0.04896177033642647,0.17684408110111072,0.04802144025963036,0,0.997935075558934,0.1,0.128,0.1,0.0,-1.0E-5,0.0,0.04277170281602211,0.25,0.35732897843177286,95.89369483205216,1.0E-5,0.01,1.0,1.3557341173892228,0.3378679787999229,1.0962565234454669,0.3042169363764451,711811596586309670,16
0.6756200990628694,0.1570932053211632,0.6002384597811776,0.1499707150715077,0.16231128568150055,0.050277799606492646,0.1489402719917301,0.046320796211703145,0,0.9885585751439746,0.1,0.064,0.1,0.0,-1.0E-5,0.0,0.06249662184586341,0.25,0.357681078692708,66.20342837355572,1.0E-5,0.01,1.0,1.446907925360549,0.2726252597957306,1.7586426114963185,0.3180175355048099,559552110818107768,9
0.5810629338486493,0.1449917638445031,0.6471623556128963,0.1478323258737898,0.051479796012281476,0.05042371431932557,0.13327286211077904,0.048932231363677664,0,0.9993736826998315,0.1,0.156,0.1,0.0,-1.0E-5,0.0,0.05100364640012481,0.25,0.36050207237875165,104.61042106784333,1.0E-5,0.01,1.0,1.0240250574342804,0.25964825875838765,1.1703793931278184,0.31194850970190136,664997241347728101,14
0.2976774673999847,0.16613299046415317,0.3133840292595478,0.1562755859217905,0.1336583106127227,0.04895612795441955,0.17150610174286385,0.05043988960444438,0,0.9901992047070367,0.1,0.062,0.1,0.0,-1.0E-5,0.0,0.05222528829566561,0.25,0.359466384705149,36.11258608059479,1.0E-5,0.01,1.0,1.4605866231538052,0.29315368197766967,1.4243535354571888,0.26376721317382174,-5208301803454776603,11
0.7657824093725756,0.14810086217314555,0.7703973482383857,0.14743250686859488,0.14570986834801225,0.04128764787623401,0.21374786523156253,0.049460517282284476,0,0.9878633776960918,0.1,0.058,0.1,0.0,-1.0E-5,0.0,0.052604285622910855,0.25,0.36370384726760724,42.18513368239654,1.0E-5,0.01,1.0,1.1525421257733295,0.31466339147323646,1.0891036097596634,0.3536301720695418,-428219668092309467,12
0.4967061606258518,0.13577816203977078,0.6561367920268539,0.16156195172189639,0.12670520559217824,0.04430388930586315,0.20040656602250806,0.03534948805238155,0,0.9983597064573334,0.1,0.134,0.1,0.0,-1.0E-5,0.0,0.03530323790897793,0.25,0.3584657186109488,98.4502335453206,1.0E-5,0.01,1.0,1.3342222864050517,0.3231711534890508,0.9489059826760302,0.2655460916725297,-3334682421628577976,13
0.4407448320085292,0.15487243809237788,0.5244471342520916,0.15011945293584486,0.13423259269007648,0.0533573631833493,0.139856512734311,0.04161182107780785,7,0.9939286649315,0.1,0.07,0.1,0.0,1.0E-5,0.0,0.08200316057199211,0.5,0.36266652074062516,63.51139462048977,1.0E-5,0.01,2.0,0.6597140904220424,0.3108551015871521,1.3650185104960397,0.2746009496361552,-1721588719954757589,150
0.3547445031385239,0.1704842376308628,0.35119962481404965,0.13707936082118471,0.18788958580789483,0.05084644892000199,0.1625689105242527,0.04041328012939534,7,0.9740044007858468,0.1,0.034,0.1,0.0,1.0E-5,0.0,0.13480223262482322,0.5,0.36054208991973047,47.42808139782648,1.0E-5,0.01,2.0,1.6689024076695254,0.27447542546888676,1.4036337478924543,0.24897883104109766,7407929917366976181,147
