deltaDiversity,deltaDiversityStd,deltaUtility,deltaUtilityStd,gammaDiversity,gammaDiversityStd,gammaUtility,gammaUtilityStd,id,macroDiversity,macroGravityDecay,macroInnovation,macroInnovationDecay,macroToMesoCrossoverMaxUpdate,macroToMesoExchangeMaxUpdate,macroToMesoMutationMaxUpdate,macroUtility,mesoCrossOverProba,mesoDiversity,mesoFitness,mesoInteractionProba,mesoMutationProba,mesoToMacroInnovationThreshold,psiDiversity,psiDiversityStd,psiUtility,psiUtilityStd,replication,openmole$experiment
0.7141724225158592,0.1429530726471506,0.5929602251769337,0.15500305569092207,0.13763057188930272,0.044422956819137605,0.19052299288372243,0.040500447428139526,71,0.9966116906519672,1.1,0.12,1.1,0.0,1.0E-5,0.0,0.051174565112196056,0.5,0.36497597183382924,75.99439928026062,1.0E-5,0.01,2.0,2.064994329837341,0.31603060009031814,0.8343641738119469,0.32505241084255154,-1301824455645821384,718
0.7704647408070571,0.14952907119453923,0.6574284885043689,0.1512932084099557,0.07683653459063589,0.047578489340911904,0.1326801603951866,0.04390207851909191,66,0.9955224599362942,1.1,0.044,1.1,0.0,-1.0E-5,0.0,0.141341798635143,0.2,0.36088390586852903,56.188702756206155,1.0E-5,0.01,2.0,0.9753532001284322,0.3627473548529693,1.4376498403438083,0.2673392053527148,-6251992904905752629,671
0.2212840359672512,0.13637380756934758,0.2595883335073479,0.1572175801734897,0.039775414826103805,0.039027410036752454,0.05987930365637162,0.041775903985284996,66,0.9985598773221259,1.1,0.088,1.1,0.0,-1.0E-5,0.0,0.061330725915618334,0.2,0.3639623978526527,59.29352761375191,1.0E-5,0.01,2.0,1.9904361285382342,0.2524709770887611,0.9171509332566483,0.2585798884240111,2369191172704469220,668
0.6165304630227784,0.14013321319459307,0.5485499578569701,0.14265489366415068,0.10608231603545981,0.0529135303532457,0.1159963969692619,0.0453503798363465,67,0.9865709598331901,1.1,0.048,1.1,0.0,1.0E-5,0.0,0.04991073185343226,0.2,0.3627695703444607,49.80720257669732,1.0E-5,0.01,2.0,1.6908635782117876,0.34001943534108575,1.2314671768721253,0.314071635007754,1621434773394725795,677
0.6207633742889005,0.14944412964807138,0.5239669865891328,0.17356958785837973,0.08643948015323044,0.04652925900134373,0.08675600050162391,0.048689157878380206,0,0.9962411333750597,0.1,0.068,0.1,0.0,-1.0E-5,0.0,0.08244286395031454,0.2,0.36108914070055137,33.171399370939646,1.0E-5,0.01,1.0,0.9674372456517348,0.3293521714452265,1.8326476046352522,0.2518686181282749,-1424677309146328506,4
0.5192862305174692,0.1448107777081925,0.44446336039201384,0.1525830546343193,0.18183180211707306,0.04780049279633299,0.06288147028501534,0.051218580354401015,0,0.9973420887123419,0.1,0.09,0.1,0.0,-1.0E-5,0.0,0.07847937579445405,0.2,0.36203759160156807,95.5845513522452,1.0E-5,0.01,1.0,0.21813969071235917,0.2959324163888846,1.4813035275173632,0.3187304246789677,-8801802762782465816,2
0.9514677334836961,0.16506875247527206,0.8719542998880758,0.14920524673546331,0.08510510502038837,0.044775986446709486,0.09797442037834525,0.03217344322708302,0,0.998201076307467,0.1,0.088,0.1,0.0,-1.0E-5,0.0,0.06490846328776355,0.2,0.36255942427132987,61.78424153444606,1.0E-5,0.01,1.0,0.985375420099762,0.28601076563166367,0.8656157615038627,0.22207213026115227,7424605820273940102,7
0.5760954065623958,0.14877510780910608,0.4886446746579951,0.16641947176804628,0.0711946713676257,0.03681537545814173,0.1442799163192907,0.04782321065408177,0,0.9983524808666847,0.1,0.106,0.1,0.0,-1.0E-5,0.0,0.05708160206342133,0.2,0.3631913847452892,78.45990540364389,1.0E-5,0.01,1.0,0.8322116179311125,0.2483492934816918,1.5865732353925774,0.3033109483618908,-491769161126864778,3
0.7065545598554737,0.14367398800246675,0.644312258647517,0.162550811664043,0.1628101969331679,0.04157195537863368,0.17857509057379595,0.05453594291338634,0,0.9968746994082949,0.1,0.08,0.1,0.0,-1.0E-5,0.0,0.0893002779848084,0.2,0.36045087054423736,53.20718679068176,1.0E-5,0.01,1.0,1.3979061050740795,0.2795095619832301,2.0113150767052446,0.34970261768167166,5858811024862539770,5
0.5857748558590403,0.17651958049375224,0.5288463573507336,0.13886081927832106,0.07509302788218175,0.04794598063933241,0.11135991570812553,0.04949160576888658,0,0.9904370883258542,0.1,0.09,0.1,0.0,-1.0E-5,0.0,0.04516563138974966,0.2,0.3609140973181742,86.03523622206609,1.0E-5,0.01,1.0,2.027131187725608,0.307065163227985,1.4430405131126198,0.28948862908983475,3318930809962411855,6
0.7177954844465004,0.15154100421757613,0.691652658846226,0.15410369161549056,0.09827059896992463,0.03792215396749877,0.19290568518729945,0.045494402711943556,0,0.996574784358603,0.1,0.11,0.1,0.0,-1.0E-5,0.0,0.05520286503765697,0.2,0.3625093030787071,99.47023696622749,1.0E-5,0.01,1.0,0.8722555176763702,0.3120872840514165,1.1635429348509136,0.3008886756533418,-6459926458610830940,9
0.5498942907309576,0.15514495637743925,0.759597361215226,0.15220262284004726,0.22783052258630132,0.0433985878243192,0.09921993859188749,0.03755816527310605,0,0.9944590116136311,0.1,0.09,0.1,0.0,-1.0E-5,0.0,0.05475762924112534,0.2,0.3610069659816875,28.559646182187453,1.0E-5,0.01,1.0,0.45357441989465475,0.3141898142768102,0.8542156444412816,0.330223936374691,-1920545350434809617,8
